id,display,category,threat,tier_hint,habitat,tameable,source_file,description_short
long_beast_mountain_giant_ape,山岳巨猿（加长图鉴）,yaoshou,4,7,barbarian_wasteland,False,bestiary_v113.json,【原著向加长】山岳巨猿。山岳巨猿，力拔峰。化形前兆。蛮荒。 原包摘要：力大无穷，可化形前兆。。位阶：7/7。元素：earth。域：barbarian_waste
long_beast_blood_jiao,血蛟（加长图鉴）,yaoshou,4,8,chaotic_sea,False,bestiary_v113.json,【原著向加长】血蛟。血海凶蛟，妖丹浓烈。海域战场。血河术辅材。 原包摘要：海域凶蛟，妖丹珍贵。。位阶：8/8。元素：water。域：chaotic_sea。角色
long_beast_three_tailed_fox,三尾妖狐（加长图鉴）,lingshou,4,5,tiannan,True,bestiary_v113.json,【原著向加长】三尾妖狐。三尾妖狐，幻术一脉。灵狐近亲。皮毛与内丹。 原包摘要：擅幻术，灵狐一脉。。位阶：5/5。元素：illusion。域：tiannan。角色
long_beast_iron_lion_beast,铁甲狮兽（加长图鉴）,lingshou,3,4,tiannan,True,bestiary_v113.json,【原著向加长】铁甲狮兽。铁甲狮，体修型。平原关隘。皮甲优质。 原包摘要：体修型妖兽，皮糙肉厚。。位阶：4/4。元素：metal。域：tiannan。角色：spi
long_beast_cloud_silk_spider,云丝蛛（加长图鉴）,lingshou,3,3,caves,True,bestiary_v113.json,【原著向加长】云丝蛛。云丝缚敌，丝可炼绳网。云崖。惧火。 原包摘要：吐丝缚敌，可炼蛛丝材料。。位阶：3/3。元素：wood。域：caves。角色：spirit_
long_beast_flame_salamander,火蜥兽（加长图鉴）,lingshou,3,2,volcano,True,bestiary_v113.json,【原著向加长】火蜥兽。火蜥，低阶火丹辅。火山溪。 原包摘要：火系低阶妖兽，内丹可入药。。位阶：2/2。元素：fire。域：volcano。角色：spirit_p
long_beast_ice_phoenix_chick,冰凤幼禽（加长图鉴）,lingshou,4,9,polar,True,bestiary_v113.json,【原著向加长】冰凤幼禽。冰凤幼禽，灵界珍。极难驯。成长线长，禁虐杀任务奖励。 原包摘要：灵界珍禽幼体，极难驯服。。位阶：9/9。元素：ice。域：polar。角
long_beast_void_mantis,虚空螳螂（加长图鉴）,yaoshou,4,10,spirit_world,False,bestiary_v113.json,【原著向加长】虚空螳螂。虚空螳螂，前肢如空间刃。灵界虫。闪避高，惧领域锁。 原包摘要：灵界虫族，前肢如刃。。位阶：10/10。元素：void。域：spirit_
long_pet_gold_devouring_beetle,噬金虫（灵宠加长）,lingshou,1,,,True,bestiary_v113.json,【灵宠加长】噬金虫。金属克星虫群，王可化形。 绑定养成，死亡惩罚与忠诚度见伙伴规则。非灾厄野刷。
long_pet_soul_weep_beast,啼魂兽（灵宠加长）,lingshou,1,,,True,bestiary_v113.json,【灵宠加长】啼魂兽。吸魂噬鬼，猿形巨口。 绑定养成，死亡惩罚与忠诚度见伙伴规则。非灾厄野刷。
long_pet_musk_orchid_beast,麝兰兽（灵宠加长）,lingshou,1,,,True,bestiary_v113.json,【灵宠加长】麝兰兽。安神定魂气味。 绑定养成，死亡惩罚与忠诚度见伙伴规则。非灾厄野刷。
long_pet_phantom_flame_moth,幻焰蛾（灵宠加长）,lingshou,1,,,True,bestiary_v113.json,【灵宠加长】幻焰蛾。短隐身幻化。 绑定养成，死亡惩罚与忠诚度见伙伴规则。非灾厄野刷。
long_pet_iron_wood_great_ape_puppet,巨猿傀儡（战兽级）（灵宠加长）,lingshou,1,,,True,bestiary_v113.json,【灵宠加长】巨猿傀儡（战兽级）。 绑定养成，死亡惩罚与忠诚度见伙伴规则。非灾厄野刷。
rule_gold_devour_no_swarm,规则·噬金不成灾刷,chong,0,,,,bestiary_v113.json,噬金虫以养成/事件为主，禁止开放世界无限虫灾刷宝。
rule_true_spirit_no_farm,规则·真灵不日常刷,zhenling,0,,,,bestiary_v113.json,狻猊等上古向 weight 0 或事件。
rule_tihun_capture,规则·啼魂活捕优先,lingshou,0,,,,bestiary_v113.json,活体伙伴远贵尸体材料。
eco_red_leopard_beast,红狸兽（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】红狸兽 于：tiannan/forest(w30)。摘要：敏捷、嗅觉超常。。权重高=常见；极低=稀有邂逅。
eco_spirit_fox,灵狐（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】灵狐 于：tiannan/forest(w2)。摘要：幻术闪避可驯服。。权重高=常见；极低=稀有邂逅。
eco_green_vine_demon,青木妖藤（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】青木妖藤 于：tiannan/forest(w5)。摘要：束缚毒回血。。权重高=常见；极低=稀有邂逅。
eco_ink_flood_dragon,墨蛟（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】墨蛟 于：tiannan/river(w15)。摘要：低阶蛟形。。权重高=常见；极低=稀有邂逅。
eco_mystic_water_turtle,玄水龟（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】玄水龟 于：tiannan/river(w8)。摘要：高防水系控制。。权重高=常见；极低=稀有邂逅。
eco_baby_carp_demon,婴鲤兽（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】婴鲤兽 于：chaotic_sea/ocean(w12)。摘要：娃娃脸鱼尾，水罡神雷。。权重高=常见；极低=稀有邂逅。
eco_fire_jiao_adult,离火蛟（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】离火蛟 于：chaotic_sea/ocean(w2)。摘要：海域蛟龙。。权重高=常见；极低=稀有邂逅。
eco_wind_screech_hawk,风啸鹰（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】风啸鹰 于：mulan/savanna(w20)。摘要：驯养放哨侦察。。权重高=常见；极低=稀有邂逅。
eco_sky_tiger_beast,天虎兽（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】天虎兽 于：mulan/savanna(w1)。摘要：土风法术瞬移。。权重高=常见；极低=稀有邂逅。
eco_ice_soul_serpent,冰魄蛇（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】冰魄蛇 于：dajin/mountain(w5)。摘要：冰冻毒。。权重高=常见；极低=稀有邂逅。
eco_earth_armor_dragon,土甲龙（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】土甲龙 于：dajin/mountain(w3)。摘要：寻宝天赋。。权重高=常见；极低=稀有邂逅。
eco_soul_weep_beast,泣魂兽（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】泣魂兽 于：nether_river/yin(w20)。摘要：冥河阴兽，啼哭可乱人心神，常伴尸气。。权重高=常见；极低=稀有邂逅。
eco_gold_body_moon_corpse,金身月尸（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】金身月尸 于：nether_river/yin(w2)。摘要：人界顶阶炼尸，金遁。。权重高=常见；极低=稀有邂逅。
eco_suanni_beast,狻猊兽（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】狻猊兽 于：fallen_demon_valley/None(w6)。摘要：上古兽形。。权重高=常见；极低=稀有邂逅。
eco_phantom_flame_moth,幻焰蛾（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】幻焰蛾 于：fallen_demon_valley/None(w4)。摘要：堕魔谷群居妖蛾，鳞粉引幻火，遇风则燎原。。权重高=常见；极低=稀有邂逅。
eco_mountain_giant_ape,山岳巨猿（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】山岳巨猿 于：tianyuan/wild_land(w12)。摘要：力大无穷，可化形前兆。。权重高=常见；极低=稀有邂逅。
eco_void_mantis,虚空螳螂（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】虚空螳螂 于：tianyuan/wild_land(w3); diyuan/rift(w10)。摘要：灵界虫族，前肢如刃。。权重高=常见；极低=稀有邂逅
eco_shape_shift_trial_beast,化形试炼兽（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】化形试炼兽 于：tianyuan/wild_land(w5)。摘要：七级渡劫化形模板。。权重高=常见；极低=稀有邂逅。
eco_four_ear_gold_ape,四耳金猿（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】四耳金猿 于：diyuan/rift(w4)。摘要：金黄巨猴凶恶。。权重高=常见；极低=稀有邂逅。
eco_gold_devour_beetle,噬金虫（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】噬金虫 于：spirit_fengyuan/plains(w15)。摘要：啃噬五金法宝灵光，群居奇虫。。权重高=常见；极低=稀有邂逅。
eco_wind_split_beast,裂风兽（生态刷怪）,yaoshou,2,,,,bestiary_v114.json,【生态】裂风兽 于：spirit_fengyuan/plains(w6)。摘要：妖王级，学人族技术。。权重高=常见；极低=稀有邂逅。
region_eco_tiannan,区域生态·tiannan,humanoid_other,0,,,,bestiary_v114.json,"【区域生态】tiannan：子表2，兽种约5。green_vine_demon, ink_flood_dragon, mystic_water_turtle, "
region_eco_chaotic_sea,区域生态·chaotic_sea,humanoid_other,0,,,,bestiary_v114.json,"【区域生态】chaotic_sea：子表3，兽种约2。baby_carp_demon, fire_jiao_adult。"
region_eco_mulan,区域生态·mulan,humanoid_other,0,,,,bestiary_v114.json,"【区域生态】mulan：子表2，兽种约2。sky_tiger_beast, wind_screech_hawk。"
region_eco_dajin,区域生态·dajin,humanoid_other,0,,,,bestiary_v114.json,"【区域生态】dajin：子表1，兽种约2。earth_armor_dragon, ice_soul_serpent。"
region_eco_nether_river,区域生态·nether_river,humanoid_other,0,,,,bestiary_v114.json,"【区域生态】nether_river：子表1，兽种约2。gold_body_moon_corpse, soul_weep_beast。"
region_eco_fallen_demon_valley,区域生态·fallen_demon_valley,humanoid_other,0,,,,bestiary_v114.json,"【区域生态】fallen_demon_valley：子表1，兽种约2。phantom_flame_moth, suanni_beast。"
region_eco_blood_forbidden,区域生态·blood_forbidden,humanoid_other,0,,,,bestiary_v114.json,【区域生态】blood_forbidden：子表1，兽种约0。。
region_eco_kunwu,区域生态·kunwu,humanoid_other,0,,,,bestiary_v114.json,【区域生态】kunwu：子表1，兽种约0。。
region_eco_mulan_border,区域生态·mulan_border,humanoid_other,0,,,,bestiary_v114.json,【区域生态】mulan_border：子表1，兽种约0。。
region_eco_tianyuan,区域生态·tianyuan,humanoid_other,0,,,,bestiary_v114.json,"【区域生态】tianyuan：子表2，兽种约3。mountain_giant_ape, shape_shift_trial_beast, void_mantis"
region_eco_diyuan,区域生态·diyuan,humanoid_other,0,,,,bestiary_v114.json,"【区域生态】diyuan：子表1，兽种约2。four_ear_gold_ape, void_mantis。"
region_eco_spirit_fengyuan,区域生态·spirit_fengyuan,humanoid_other,0,,,,bestiary_v114.json,"【区域生态】spirit_fengyuan：子表1，兽种约2。gold_devour_beetle, wind_split_beast。"
sect_patrol_huangfeng_valley,黄枫谷山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】黄枫谷，正道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_yanyue_sect,掩月宗山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】掩月宗，正道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_spirit_beast_mountain,灵兽山山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】灵兽山，正道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_qingxu_gate,清虚门山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】清虚门，正道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_huadao_wu,化刀坞山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】化刀坞，正道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_tianque_fort,天阙堡山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】天阙堡，正道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_giant_sword_gate,巨剑门山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】巨剑门，正道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_qixuan_men,七玄门山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】七玄门，中立。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_ghost_spirit_gate,鬼灵门山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】鬼灵门，魔道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_hehuan_sect,合欢宗山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】合欢宗，魔道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_moyan_gate,魔焰门山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】魔焰门，魔道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_tiansha_sect,天煞宗山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】天煞宗，魔道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_yuling_sect,御灵宗山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】御灵宗，魔道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_qianhuan_sect,千幻宗山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】千幻宗，魔道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_luoyun_sect,落云宗山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】落云宗，正道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_star_palace,星宫山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】星宫，lawful。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_inverse_star_alliance,逆星盟山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】逆星盟，rebel。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_qianzhu_teach,千竹教山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】千竹教，中立。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_mulan_fashi_council,慕兰神师府山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】慕兰神师府，tribal_faith。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_tianlan_temple,天澜圣殿山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】天澜圣殿，tribal_faith。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_qianzhu_sect,千竹教山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】千竹教，正道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_yuling_sect_secret,御灵宗山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】御灵宗，中立。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_guiling_gate,鬼灵门山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】鬼灵门，魔道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_tianmo_sect,天魔宗山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】天魔宗，魔道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_qingluo_sect,青罗宗山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】青罗宗，魔道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_wanhu_sect,万狐宗山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】万狐宗，魔道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_xuewu_sect,血巫教山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】血巫教，魔道。负声望盘查/驱逐/追杀。非野刷种。
sect_patrol_dajin_buddhist_temple_line,大晋佛寺一脉山门巡卫（结构）,humanoid_other,3,,,,bestiary_v114.json,【宗门巡卫】大晋佛寺一脉，neutral_righteous。负声望盘查/驱逐/追杀。非野刷种。
eco_rule_weight_zero,规则·零权重真灵,zhenling,0,,,,bestiary_v114.json,真灵不进常规 weights 或 weight=0。
eco_rule_overhunt,规则·过度狩猎,humanoid_other,0,,,,bestiary_v114.json,连猎稀有种降 weight、升仇敌事件。
quest_hook_spirit,任务钩灵（结构）,humanoid_other,0,,,,bestiary_v114.json,指向 quest_sect_guide_v114。
trib_spirit_minor_soul_trial,元婴小劫具象（结构）,zhenling,8,,,,bestiary_v115.json,渡劫实例专属。波次3。非野刷。
trib_spirit_heart_demon_or_thunder,化神心魔/雷劫具象（结构）,zhenling,8,,,,bestiary_v115.json,渡劫实例专属。波次5。非野刷。
trib_spirit_void_thunder,炼虚雷劫具象（结构）,zhenling,8,,,,bestiary_v115.json,渡劫实例专属。波次9。非野刷。
trib_spirit_body_soul_dual,合体双劫具象（结构）,zhenling,8,,,,bestiary_v115.json,渡劫实例专属。波次12。非野刷。
trib_spirit_great_ascension_thunder,大乘天劫具象（结构）,zhenling,8,,,,bestiary_v115.json,渡劫实例专属。波次18。非野刷。
trib_spirit_final_ascension,飞升仙劫具象（结构）,zhenling,8,,,,bestiary_v115.json,渡劫实例专属。波次27。非野刷。
trib_spirit_beast_shape_shift_minor,妖兽化形小劫具象（结构）,zhenling,8,,,,bestiary_v115.json,渡劫实例专属。波次3。非野刷。
faction_envoy_huangfeng_valley,黄枫谷使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。alchemy_strong。非野刷。
faction_envoy_yanyue_sect,掩月宗使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。illusion_array。非野刷。
faction_envoy_spirit_beast_mountain,灵兽山使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。beast_tamer。非野刷。
faction_envoy_qingxu_gate,清虚门使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。talisman_specialist。非野刷。
faction_envoy_huadao_wu,化刀坞使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。None。非野刷。
faction_envoy_tianque_fort,天阙堡使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。None。非野刷。
faction_envoy_giant_sword_gate,巨剑门使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。None。非野刷。
faction_envoy_qixuan_men,七玄门使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。None。非野刷。
faction_envoy_ghost_spirit_gate,鬼灵门使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。None。非野刷。
faction_envoy_hehuan_sect,合欢宗使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。None。非野刷。
faction_envoy_moyan_gate,魔焰门使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。None。非野刷。
faction_envoy_tiansha_sect,天煞宗使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。None。非野刷。
faction_envoy_yuling_sect,御灵宗使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。None。非野刷。
faction_envoy_qianhuan_sect,千幻宗使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。None。非野刷。
faction_envoy_luoyun_sect,落云宗使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。None。非野刷。
faction_envoy_star_palace,星宫使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。order_maintainer。非野刷。
faction_envoy_inverse_star_alliance,逆星盟使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。rebel_faction。非野刷。
faction_envoy_qianzhu_teach,千竹教使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。None。非野刷。
faction_envoy_mulan_fashi_council,慕兰神师府使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。None。非野刷。
faction_envoy_tianlan_temple,天澜圣殿使者（结构）,humanoid_other,2,,,,bestiary_v115.json,势力信使。holy_beast_cult。非野刷。
encounter_blood_forbidden,遭遇·blood_forbidden,humanoid_other,5,,,,bestiary_v115.json,【遭遇包】血色妖兽潮+夺名额。
encounter_void_palace,遭遇·void_palace,humanoid_other,5,,,,bestiary_v115.json,【遭遇包】虚天殿卫+夺宝。
encounter_chaotic_sea,遭遇·chaotic_sea,humanoid_other,5,,,,bestiary_v115.json,【遭遇包】海兽+星宫+劫修。
encounter_diyuan,遭遇·diyuan,humanoid_other,5,,,,bestiary_v115.json,【遭遇包】地渊虫+夺宝。
encounter_spirit_border,遭遇·spirit_border,humanoid_other,5,,,,bestiary_v115.json,【遭遇包】灵界边高压+本地妖。
figure_echo_dayan_sage,大衍神君影（结构）,humanoid_other,0,,,,bestiary_v115.json,纪年人物残影。创千竹教傀儡术。
figure_echo_seal_saints,封魔诸圣影（结构）,humanoid_other,0,,,,bestiary_v115.json,纪年人物残影。集体封印，无单一主角。
figure_echo_nine_nation_alliance,九国盟影（结构）,humanoid_other,0,,,,bestiary_v115.json,纪年人物残影。抗魔联盟。
figure_echo_qixuan_men,七玄门影（结构）,humanoid_other,0,,,,bestiary_v115.json,纪年人物残影。新手江湖门派。
figure_echo_player,入道者（玩家）影（结构）,humanoid_other,0,,,,bestiary_v115.json,纪年人物残影。创角默认年。
spirit_root_tester_npc,测灵根执事,humanoid_other,0,,,,bestiary_v115.json,开局测灵。
lifespan_reaper_echo,寿元将尽残响,shi_gui,0,,,,bestiary_v115.json,寿元叙事。
v115_scribe,v115司书,humanoid_other,0,,,,bestiary_v115.json,timeline_guide_v115。
npc_huangfeng_valley_sect_master,黄枫谷·掌门/代掌,humanoid_other,3,,tiannan,False,bestiary_v116.json,【具名NPC】黄枫谷·掌门/代掌。宗门：黄枫谷（huangfeng_valley）。域：tiannan。立场：righteous。职司：掌门/代掌。最高决策，剧
npc_huangfeng_valley_great_elder,黄枫谷·大长老,humanoid_other,1,,tiannan,False,bestiary_v116.json,【具名NPC】黄枫谷·大长老。宗门：黄枫谷（huangfeng_valley）。域：tiannan。立场：righteous。职司：大长老。执法与资源分配，贡献
npc_huangfeng_valley_alchemy_elder,黄枫谷·丹堂执事,humanoid_other,1,,tiannan,False,bestiary_v116.json,【具名NPC】黄枫谷·丹堂执事。宗门：黄枫谷（huangfeng_valley）。域：tiannan。立场：righteous。职司：丹堂执事。丹方、地火房、筑
npc_huangfeng_valley_outer_deacon,黄枫谷·外门执事,humanoid_other,1,,tiannan,False,bestiary_v116.json,【具名NPC】黄枫谷·外门执事。宗门：黄枫谷（huangfeng_valley）。域：tiannan。立场：righteous。职司：外门执事。入门、七脉、日常
npc_huangfeng_valley_patrol_captain,黄枫谷·巡卫队长,humanoid_other,3,,tiannan,False,bestiary_v116.json,【具名NPC】黄枫谷·巡卫队长。宗门：黄枫谷（huangfeng_valley）。域：tiannan。立场：righteous。职司：巡卫队长。山门盘查、负声望
npc_yanyue_sect_sect_master,掩月宗·掌门/代掌,humanoid_other,3,,tiannan,False,bestiary_v116.json,【具名NPC】掩月宗·掌门/代掌。宗门：掩月宗（yanyue_sect）。域：tiannan。立场：righteous。职司：掌门/代掌。最高决策，剧情罕见现身
npc_yanyue_sect_great_elder,掩月宗·大长老,humanoid_other,1,,tiannan,False,bestiary_v116.json,【具名NPC】掩月宗·大长老。宗门：掩月宗（yanyue_sect）。域：tiannan。立场：righteous。职司：大长老。执法与资源分配，贡献兑换终审。
npc_yanyue_sect_alchemy_elder,掩月宗·丹堂执事,humanoid_other,1,,tiannan,False,bestiary_v116.json,【具名NPC】掩月宗·丹堂执事。宗门：掩月宗（yanyue_sect）。域：tiannan。立场：righteous。职司：丹堂执事。丹方、地火房、筑基丹配额相
npc_yanyue_sect_outer_deacon,掩月宗·外门执事,humanoid_other,1,,tiannan,False,bestiary_v116.json,【具名NPC】掩月宗·外门执事。宗门：掩月宗（yanyue_sect）。域：tiannan。立场：righteous。职司：外门执事。入门、七脉、日常任务发放。
npc_yanyue_sect_patrol_captain,掩月宗·巡卫队长,humanoid_other,3,,tiannan,False,bestiary_v116.json,【具名NPC】掩月宗·巡卫队长。宗门：掩月宗（yanyue_sect）。域：tiannan。立场：righteous。职司：巡卫队长。山门盘查、负声望驱逐。宗门
npc_spirit_beast_mountain_sect_master,灵兽山·掌门/代掌,humanoid_other,3,,tiannan,False,bestiary_v116.json,【具名NPC】灵兽山·掌门/代掌。宗门：灵兽山（spirit_beast_mountain）。域：tiannan。立场：righteous。职司：掌门/代掌。最
npc_spirit_beast_mountain_great_elder,灵兽山·大长老,humanoid_other,1,,tiannan,False,bestiary_v116.json,【具名NPC】灵兽山·大长老。宗门：灵兽山（spirit_beast_mountain）。域：tiannan。立场：righteous。职司：大长老。执法与资源
npc_spirit_beast_mountain_alchemy_elder,灵兽山·丹堂执事,humanoid_other,1,,tiannan,False,bestiary_v116.json,【具名NPC】灵兽山·丹堂执事。宗门：灵兽山（spirit_beast_mountain）。域：tiannan。立场：righteous。职司：丹堂执事。丹方、
npc_spirit_beast_mountain_outer_deacon,灵兽山·外门执事,humanoid_other,1,,tiannan,False,bestiary_v116.json,【具名NPC】灵兽山·外门执事。宗门：灵兽山（spirit_beast_mountain）。域：tiannan。立场：righteous。职司：外门执事。入门、
npc_spirit_beast_mountain_patrol_captain,灵兽山·巡卫队长,humanoid_other,3,,tiannan,False,bestiary_v116.json,【具名NPC】灵兽山·巡卫队长。宗门：灵兽山（spirit_beast_mountain）。域：tiannan。立场：righteous。职司：巡卫队长。山门盘
npc_qingxu_gate_sect_master,清虚门·掌门/代掌,humanoid_other,3,,tiannan,False,bestiary_v116.json,【具名NPC】清虚门·掌门/代掌。宗门：清虚门（qingxu_gate）。域：tiannan。立场：righteous。职司：掌门/代掌。最高决策，剧情罕见现身
npc_qingxu_gate_great_elder,清虚门·大长老,humanoid_other,1,,tiannan,False,bestiary_v116.json,【具名NPC】清虚门·大长老。宗门：清虚门（qingxu_gate）。域：tiannan。立场：righteous。职司：大长老。执法与资源分配，贡献兑换终审。
npc_qingxu_gate_alchemy_elder,清虚门·丹堂执事,humanoid_other,1,,tiannan,False,bestiary_v116.json,【具名NPC】清虚门·丹堂执事。宗门：清虚门（qingxu_gate）。域：tiannan。立场：righteous。职司：丹堂执事。丹方、地火房、筑基丹配额相
npc_qingxu_gate_outer_deacon,清虚门·外门执事,humanoid_other,1,,tiannan,False,bestiary_v116.json,【具名NPC】清虚门·外门执事。宗门：清虚门（qingxu_gate）。域：tiannan。立场：righteous。职司：外门执事。入门、七脉、日常任务发放。
npc_qingxu_gate_patrol_captain,清虚门·巡卫队长,humanoid_other,3,,tiannan,False,bestiary_v116.json,【具名NPC】清虚门·巡卫队长。宗门：清虚门（qingxu_gate）。域：tiannan。立场：righteous。职司：巡卫队长。山门盘查、负声望驱逐。宗门
npc_huadao_wu_sect_master,化刀坞·掌门/代掌,humanoid_other,3,,tiannan,False,bestiary_v116.json,【具名NPC】化刀坞·掌门/代掌。宗门：化刀坞（huadao_wu）。域：tiannan。立场：righteous。职司：掌门/代掌。最高决策，剧情罕见现身，声
npc_huadao_wu_great_elder,化刀坞·大长老,humanoid_other,1,,tiannan,False,bestiary_v116.json,【具名NPC】化刀坞·大长老。宗门：化刀坞（huadao_wu）。域：tiannan。立场：righteous。职司：大长老。执法与资源分配，贡献兑换终审。宗门
npc_huadao_wu_alchemy_elder,化刀坞·丹堂执事,humanoid_other,1,,tiannan,False,bestiary_v116.json,【具名NPC】化刀坞·丹堂执事。宗门：化刀坞（huadao_wu）。域：tiannan。立场：righteous。职司：丹堂执事。丹方、地火房、筑基丹配额相关。
npc_huadao_wu_outer_deacon,化刀坞·外门执事,humanoid_other,1,,tiannan,False,bestiary_v116.json,【具名NPC】化刀坞·外门执事。宗门：化刀坞（huadao_wu）。域：tiannan。立场：righteous。职司：外门执事。入门、七脉、日常任务发放。宗门
